Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Turks and Caicos Islands,TCA,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Tuvalu,TUV,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Uganda,UGA,27.3
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Ukraine,UKR,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,United Arab Emirates,ARE,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,United Kingdom,GBR,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,United States,USA,72.7
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Uruguay,URY,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Uzbekistan,UZB,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Vanuatu,VUT,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Venezuela, RB",VEN,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Viet Nam,VNM,75.7
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Virgin Islands (U.S.),VIR,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,West Bank and Gaza,PSE,57.2
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Yemen, Rep.",YEM,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Zambia,ZMB,49
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Zimbabwe,ZWE,67
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Afghanistan,AFG,45.2
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Albania,ALB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Algeria,DZA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,American Samoa,ASM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Andorra,AND,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Angola,AGO,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Antigua and Barbuda,ATG,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Argentina,ARG,99.6
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Armenia,ARM,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Aruba,ABW,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Australia,AUS,99.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Austria,AUT,98.5
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Azerbaijan,AZE,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Bahamas, The",BHS,98.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Bahrain,BHR,99.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Bangladesh,BGD,42.1
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Barbados,BRB,99.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Belarus,BLR,99.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Belgium,BEL,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Belize,BLZ,93.1
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Benin,BEN,77.2
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Bermuda,BMU,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Bhutan,BTN,89
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Bolivia,BOL,83.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Bosnia and Herzegovina,BIH,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Botswana,BWA,99.5
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Brazil,BRA,98.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,British Virgin Islands,VGB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Brunei Darussalam,BRN,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Bulgaria,BGR,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Burkina Faso,BFA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Burundi,BDI,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cabo Verde,CPV,95.6
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cambodia,KHM,89
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cameroon,CMR,64.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Canada,CAN,97.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cayman Islands,CYM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Central African Republic,CAF,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Chad,TCD,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Channel Islands,CHI,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Chile,CHL,99.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,China,CHN,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Colombia,COL,98.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Comoros,COM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Congo, Dem. Rep.",COD,80.1
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Congo, Rep.",COG,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Costa Rica,CRI,99.2
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cote d'Ivoire,CIV,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Croatia,HRV,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cuba,CUB,99.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Curacao,CUW,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Cyprus,CYP,97.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Czechia,CZE,99.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Denmark,DNK,95.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Djibouti,DJI,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Dominica,DMA,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Dominican Republic,DOM,98.6
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ecuador,ECU,94.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Egypt, Arab Rep.",EGY,91.5
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,El Salvador,SLV,98
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Equatorial Guinea,GNQ,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Eritrea,ERI,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Estonia,EST,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ethiopia,ETH,15.5
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Faroe Islands,FRO,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Fiji,FJI,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Finland,FIN,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,France,FRA,98.3
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,French Polynesia,PYF,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Gabon,GAB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Gambia, The",GMB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Georgia,GEO,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Germany,DEU,96.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ghana,GHA,70.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Gibraltar,GIB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Greece,GRC,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Greenland,GRL,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Grenada,GRD,99
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guam,GUM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guatemala,GTM,67
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guinea,GIN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guinea-Bissau,GNB,45
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Guyana,GUY,85.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Haiti,HTI,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Honduras,HND,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Hong Kong SAR, China",HKG,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Hungary,HUN,99.2
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Iceland,ISL,97.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,India,IND,81.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Indonesia,IDN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Iran, Islamic Rep.",IRN,99
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Iraq,IRQ,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ireland,IRL,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Isle of Man,IMN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Israel,ISR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Italy,ITA,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Jamaica,JAM,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Japan,JPN,99.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Jordan,JOR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kazakhstan,KAZ,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kenya,KEN,61.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kiribati,KIR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Korea, Dem. People's Rep.",PRK,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Korea, Rep.",KOR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kosovo,XKX,99
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kuwait,KWT,98.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Kyrgyz Republic,KGZ,98.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Lao PDR,LAO,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Latvia,LVA,98.1
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Lebanon,LBN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Lesotho,LSO,77.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Liberia,LBR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Libya,LBY,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Liechtenstein,LIE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Lithuania,LTU,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Luxembourg,LUX,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Macao SAR, China",MAC,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,North Macedonia,MKD,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Madagascar,MDG,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Malawi,MWI,87.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Malaysia,MYS,99
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Maldives,MDV,95.6
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mali,MLI,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Malta,MLT,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Marshall Islands,MHL,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mauritania,MRT,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mauritius,MUS,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mexico,MEX,95.6
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Micronesia, Fed. Sts.",FSM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Moldova,MDA,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Monaco,MCO,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mongolia,MNG,98.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Montenegro,MNE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Morocco,MAR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Mozambique,MOZ,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Myanmar,MMR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Namibia,NAM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nauru,NRU,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nepal,NPL,55.6
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Netherlands,NLD,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,New Caledonia,NCL,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,New Zealand,NZL,96.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nicaragua,NIC,93.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Niger,NER,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Nigeria,NGA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Northern Mariana Islands,MNP,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Norway,NOR,99.1
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Oman,OMN,99.1
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Pakistan,PAK,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Palau,PLW,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Panama,PAN,93.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Papua New Guinea,PNG,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Paraguay,PRY,96.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Peru,PER,90
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Philippines,PHL,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Poland,POL,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Portugal,PRT,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Puerto Rico,PRI,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Qatar,QAT,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Romania,ROU,95.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Russian Federation,RUS,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Rwanda,RWA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Samoa,WSM,82.5
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,San Marino,SMR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sao Tome and Principe,STP,92.5
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Saudi Arabia,SAU,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Senegal,SEN,59.1
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Serbia,SRB,98.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Seychelles,SYC,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sierra Leone,SLE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Singapore,SGP,99.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sint Maarten (Dutch part),SXM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Slovak Republic,SVK,98.3
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Slovenia,SVN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Solomon Islands,SLB,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Somalia,SOM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,South Africa,ZAF,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,South Sudan,SSD,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Spain,ESP,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sri Lanka,LKA,99.95
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Kitts and Nevis,KNA,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Lucia,LCA,99.1
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Martin (French part),MAF,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,St. Vincent and the Grenadines,VCT,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sudan,SDN,77.7
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Suriname,SUR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Eswatini,SWZ,88.3
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Sweden,SWE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Switzerland,CHE,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Syrian Arab Republic,SYR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tajikistan,TJK,90.3
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tanzania,TZA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Thailand,THA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Timor-Leste,TLS,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Togo,TGO,44.6
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tonga,TON,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Trinidad and Tobago,TTO,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tunisia,TUN,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Turkiye,TUR,97.4
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Turkmenistan,TKM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Turks and Caicos Islands,TCA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Tuvalu,TUV,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Uganda,UGA,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Ukraine,UKR,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,United Arab Emirates,ARE,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,United Kingdom,GBR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,United States,USA,98.5
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Uruguay,URY,99.9
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Uzbekistan,UZB,100
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Vanuatu,VUT,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Venezuela, RB",VEN,99.5
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Viet Nam,VNM,93.8
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Virgin Islands (U.S.),VIR,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,West Bank and Gaza,PSE,99.6
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,"Yemen, Rep.",YEM,..
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Zambia,ZMB,63.3
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Zimbabwe,ZWE,80
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Afghanistan,AFG,75.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Albania,ALB,9.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Algeria,DZA,25.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,American Samoa,ASM,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Andorra,AND,3.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Angola,AGO,92.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Antigua and Barbuda,ATG,11.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Argentina,ARG,12.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Armenia,ARM,15.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Aruba,ABW,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Australia,AUS,4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Austria,AUT,3.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Azerbaijan,AZE,28.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Bahamas, The",BHS,14.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Bahrain,BHR,7.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Bangladesh,BGD,40.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Barbados,BRB,13.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Belarus,BLR,4.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Belgium,BEL,4.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Belize,BLZ,16.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Benin,BEN,99.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Bermuda,BMU,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Bhutan,BTN,32
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Bolivia,BOL,33.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Bosnia and Herzegovina,BIH,6.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Botswana,BWA,50.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Brazil,BRA,16.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,British Virgin Islands,VGB,15.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Brunei Darussalam,BRN,9.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Bulgaria,BGR,8.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Burkina Faso,BFA,104
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Burundi,BDI,71
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Cabo Verde,CPV,19.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Cambodia,KHM,33.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Cameroon,CMR,93.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Canada,CAN,5.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Cayman Islands,CYM,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Central African Republic,CAF,117.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Chad,TCD,132.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Channel Islands,CHI,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Chile,CHL,8.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,China,CHN,11.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Colombia,COL,16.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Comoros,COM,63.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Congo, Dem. Rep.",COD,98.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Congo, Rep.",COG,54.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Costa Rica,CRI,9.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Cote d'Ivoire,CIV,89.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Croatia,HRV,5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Cuba,CUB,6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Curacao,CUW,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Cyprus,CYP,2.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Czechia,CZE,3.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Denmark,DNK,4.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Djibouti,DJI,67.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Dominica,DMA,26.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Dominican Republic,DOM,35
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ecuador,ECU,15.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Egypt, Arab Rep.",EGY,24.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,El Salvador,SLV,16
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Equatorial Guinea,GNQ,96.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Eritrea,ERI,48.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Estonia,EST,3.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ethiopia,ETH,66.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Faroe Islands,FRO,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Fiji,FJI,21
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Finland,FIN,2.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,France,FRA,4.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,French Polynesia,PYF,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Gabon,GAB,52.4
