country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Estonia,EST,Europe,1331796,deaths,45,2022-06,57.816662611991624,2021,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,54,2022-07,74.33570907256066,2075,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,64,2022-08,88.60215828850664,2139,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,59,2022-09,92.35648702954506,2198,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,58,2022-10,87.85129254029897,2256,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,33,2022-11,68.3287830868992,2289,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,40,2022-12,54.81319961916089,2329,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,22,2022-13,46.553676388876376,2351,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,29,2022-14,38.294153158591854,2380,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,22,2022-15,38.294153158591854,2402,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,13,2022-16,26.280301187268922,2415,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,9,2022-17,16.519046460569037,2424,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2022-18,12.76471771953062,2432,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,3,2022-19,8.259523230284518,2435,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,5,2022-20,6.006925985661468,2440,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2022-21,9.761254726699885,2448,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,10,2022-22,13.515583467738303,2458,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,2,2022-23,9.010388978492202,2460,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,2,2022-24,3.003462992830734,2462,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,3,2022-25,3.7543287410384174,2465,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2022-26,8.259523230284518,2473,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2022-27,12.013851971322936,2481,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,4,2022-28,9.010388978492202,2485,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2022-29,9.010388978492202,2493,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2022-30,12.013851971322936,2501,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,6,2022-31,10.512120474907569,2507,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2022-32,10.512120474907569,2515,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,5,2022-33,9.761254726699885,2520,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,4,2022-34,6.757791733869151,2524,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,6,2022-35,7.508657482076835,2530,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,4,2022-36,7.508657482076835,2534,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,6,2022-37,7.508657482076835,2540,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,14,2022-38,15.01731496415367,2554,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,11,2022-39,18.771643705192087,2565,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,21,2022-40,24.02770394264587,2586,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,16,2022-41,27.78203268368429,2602,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,10,2022-42,19.52250945339977,2612,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,9,2022-43,14.266449215945986,2621,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,9,2022-44,13.515583467738303,2630,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,15,2022-45,18.020777956984404,2645,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,9,2022-46,18.020777956984404,2654,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,9,2022-47,13.515583467738303,2663,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,9,2022-48,13.515583467738303,2672,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,15,2022-49,18.020777956984404,2687,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,23,2022-50,28.532898431891972,2710,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,17,2022-51,30.03462992830734,2727,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,19,2022-52,27.031166935476605,2746,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,13,2023-01,24.02770394264587,2759,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,12,2023-02,18.771643705192087,2771,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2023-03,15.01731496415367,2779,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2023-04,12.013851971322936,2787,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,7,2023-05,11.262986223115252,2794,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,7,2023-06,10.512120474907569,2801,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2023-07,11.262986223115252,2809,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,6,2023-08,10.512120474907569,2815,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,6,2023-09,9.010388978492202,2821,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,3,2023-10,6.757791733869151,2824,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2023-11,8.259523230284518,2832,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2023-12,12.013851971322936,2840,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,6,2023-13,10.512120474907569,2846,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,8,2023-14,10.512120474907569,2854,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,7,2023-15,11.262986223115252,2861,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,14,2023-16,15.768180712361353,2875,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,9,2023-17,17.26991220877672,2884,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,1,2023-18,7.508657482076835,2885,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,3,2023-19,3.003462992830734,2888,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,3,2023-20,4.505194489246101,2891,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,2,2023-21,3.7543287410384174,2893,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,2,2023-22,3.003462992830734,2895,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,2,2023-23,3.003462992830734,2897,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-24,1.501731496415367,2897,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,1,2023-25,0.7508657482076835,2898,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-26,0.7508657482076835,2898,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-27,0,2898,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,1,2023-28,0.7508657482076835,2899,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,1,2023-29,1.501731496415367,2900,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,NA,2023-30,NA,NA,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,1,2023-31,NA,2901,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-32,0.7508657482076835,2901,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-33,0,2901,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-34,0,2901,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-35,0,2901,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-36,0,2901,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-37,0,2901,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,1,2023-38,0.7508657482076835,2902,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-39,0.7508657482076835,2902,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-40,0,2902,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,0,2023-41,0,2902,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,1,2023-42,0.7508657482076835,2903,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,3,2023-43,3.003462992830734,2906,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,6,2023-44,6.757791733869151,2912,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,2,2023-45,6.006925985661468,2914,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,5,2023-46,5.256060237453784,2919,TESSy COVID-19,
Estonia,EST,Europe,1331796,deaths,1,2023-47,4.505194489246101,2920,TESSy COVID-19,
EU/EEA (total),NA,Europe,111962790,cases,11,2020-01,NA,11,TESSy COVID-19,
EU/EEA (total),NA,Europe,28725666,cases,12,2020-02,0.08006776935998629,23,TESSy COVID-19,
EU/EEA (total),NA,Europe,76158559,cases,10,2020-03,0.028887101185829947,33,TESSy COVID-19,
EU/EEA (total),NA,Europe,227267608,cases,20,2020-04,0.01320029733405739,53,TESSy COVID-19,
EU/EEA (total),NA,Europe,312760622,cases,32,2020-05,0.016626133963885004,85,TESSy COVID-19,
EU/EEA (total),NA,Europe,323100959,cases,46,2020-06,0.02414106112263195,131,TESSy COVID-19,
EU/EEA (total),NA,Europe,185370327,cases,23,2020-07,0.03722278593164482,154,TESSy COVID-19,
EU/EEA (total),NA,Europe,328049697,cases,205,2020-08,0.06950166456029375,359,TESSy COVID-19,
EU/EEA (total),NA,Europe,395726464,cases,2372,2020-09,0.6512073956216383,2731,TESSy COVID-19,
EU/EEA (total),NA,Europe,449770119,cases,11974,2020-10,3.1896294115527937,14705,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,50448,2020-11,13.792597014128344,65153,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,116220,2020-12,36.82651243392943,181373,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,175181,2020-13,64.38718020111521,356554,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,157310,2020-14,73.46631594349023,513864,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,132948,2020-15,64.13462599927693,646812,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,98417,2020-16,51.12178732135792,745229,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,76037,2020-17,38.54688602580414,821266,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,49419,2020-18,27.720419900107103,870685,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,40175,2020-19,19.79644895844117,910860,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,35290,2020-20,16.674543168613557,946150,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,31923,2020-21,14.85120347170242,978073,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,27839,2020-22,13.204850577654321,1005912,TESSy COVID-19,
EU/EEA (total),NA,Europe,448713812,cases,26646,2020-23,12.142483369778686,1032558,TESSy COVID-19,
EU/EEA (total),NA,Europe,448713812,cases,27646,2020-24,12.099471544682471,1060204,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,29165,2020-25,12.55280556485927,1089369,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,29384,2020-26,12.93682936432989,1118753,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,27519,2020-27,12.573133637098222,1146272,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,29265,2020-28,12.546839717571752,1175537,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,38442,2020-29,14.960356381333309,1213979,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,51089,2020-30,19.78252864810363,1265068,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,64243,2020-31,25.483448124594698,1329311,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,82184,2020-32,32.35411558405323,1411495,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,103329,2020-33,40.99045288331023,1514824,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,129862,2020-34,51.52525536383971,1644686,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,154402,2020-35,62.81020790144788,1799088,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,178199,2020-36,73.4906212472542,1977287,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,217431,2020-37,87.41733934669823,2194718,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,263222,2020-38,106.20379245509325,2457940,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,273476,2020-39,118.58734472283255,2731416,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,309870,2020-40,128.89456117720857,3041286,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,480304,2020-41,174.59471905805404,3521590,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,722188,2020-42,265.6993939430525,4243778,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1108538,2020-43,404.5122867144136,5352316,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1393720,2020-44,552.8921889618846,6746036,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1435130,2020-45,625.0550777517055,8181166,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1254731,2020-46,594.3444426167101,9435897,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1087133,2020-47,517.4519626717289,10523030,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,899290,2020-48,438.91467653384814,11422320,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,825710,2020-49,381.15135448033374,12248030,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,856483,2020-50,371.69283504193396,13104513,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,934815,2020-51,395.8003820161814,14039328,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,790484,2020-52,381.21742071511034,14829812,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,897170,2020-53,372.89948289516127,15726982,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1096560,2021-01,440.52921157569614,16823542,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,973317,2021-02,457.35444762764627,17796859,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,943484,2021-03,423.5311869097149,18740343,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,857792,2021-04,398.0050940248798,19598135,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,733584,2021-05,351.6261552970989,20331719,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,627423,2021-06,300.7244414534583,20959142,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,654573,2021-07,283.26638367441734,21613715,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,754284,2021-08,311.2972485907824,22367999,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,812000,2021-09,346.0818945512319,23179999,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,918050,2021-10,382.2671888804066,24098049,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1034790,2021-11,431.49426729471014,25132839,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1175188,2021-12,488.3107872879647,26308027,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1090181,2021-13,500.54983347696185,27398208,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,960450,2021-14,453.10190329818045,28358658,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,924106,2021-15,416.4064185472695,29282764,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,823366,2021-16,386.1167070820045,30106130,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,684136,2021-17,333.09358213438384,30790266,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,561944,2021-18,275.3304810381764,31352210,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,423204,2021-19,217.67564902237208,31775414,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,343990,2021-20,169.51712014445516,32119404,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,247360,2021-21,130.6631034619973,32366764,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,192930,2021-22,97.28529267486734,32559694,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,131302,2021-23,71.64142954543047,32690996,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,95462,2021-24,50.105162752103425,32786458,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,88733,2021-25,40.69923115275657,32875191,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,157198,2021-26,54.34025145432056,33032389,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,294657,2021-27,99.84066392968765,33327046,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,417290,2021-28,157.30989180765806,33744336,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,485038,2021-29,199.37596486117715,34229374,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,485003,2021-30,214.33764698635213,34714377,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,460372,2021-31,208.8875140532438,35174749,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,467379,2021-32,204.99336247564295,35642128,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,458192,2021-33,204.5116755465026,36100320,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,445662,2021-34,199.7131457115754,36545982,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,401144,2021-35,187.10797326497016,36947126,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,362233,2021-36,168.67372610384564,37309359,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,338657,2021-37,154.86676686476588,37648016,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,323686,2021-38,146.34952555395228,37971702,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,355324,2021-39,150.0322209888066,38327026,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,392788,2021-40,165.30081281332838,38719814,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,468758,2021-41,190.36488396934124,39188572,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,642125,2021-42,245.45771601111687,39830697,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,794943,2021-43,317.5306751770112,40625640,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,980534,2021-44,392.3046164630026,41606174,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1261574,2021-45,495.4101455601114,42867748,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1606552,2021-46,633.7333969392821,44474300,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1815296,2021-47,756.0823188555485,46289596,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1861692,2021-48,812.4573661495266,48151288,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1767775,2021-49,801.9572539661875,49919063,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1791301,2021-50,786.4038481730136,51710364,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,2186236,2021-51,878.8658637945758,53896600,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,4140807,2021-52,1398.0063822059792,58037407,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,5969284,2022-01,2233.8984803301055,64006691,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,6762312,2022-02,2813.139165273275,70769003,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,8549938,2022-03,3383.3535232704294,79318941,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,9059850,2022-04,3891.011332354509,88378791,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,7786058,2022-05,3722.2264647252696,96164849,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,5924701,2022-06,3029.4923848135804,102089550,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,4371603,2022-07,2275.043603328277,106461153,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,3484333,2022-08,1735.8264620932262,109945486,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,3458375,2022-09,1534.0420625863471,113403861,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,3991868,2022-10,1646.1856293667392,117395729,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,4351848,2022-11,1843.6050172749174,121747577,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,4396674,2022-12,1933.049860870144,126144251,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,3804800,2022-13,1812.1756080204293,129949051,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,3116994,2022-14,1529.4209614688968,133066045,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,2562846,2022-15,1255.002150279176,135628891,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,2196900,2022-16,1051.700657902812,137825791,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1793329,2022-17,881.6702539343232,139619120,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1471232,2022-18,721.3286069180712,141090352,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1346704,2022-19,622.6435497037065,142437056,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1073747,2022-20,534.8163345526251,143510803,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,808812,2022-21,415.96516680530004,144319615,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,876310,2022-22,372.34001899397623,145195925,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1026099,2022-23,420.35116934816074,146222024,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1359929,2022-24,527.2103211756532,147581953,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1905440,2022-25,721.5071404220829,149487393,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,2526474,2022-26,979.263782052379,152013867,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,2877859,2022-27,1194.1268655146466,154891726,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,2646226,2022-28,1220.5869449359388,157537952,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,2231395,2022-29,1077.7460004589682,159769347,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1731119,2022-30,875.5464221723392,161500466,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1286523,2022-31,666.7700496444888,162786989,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1000918,2022-32,505.42680315585454,163787907,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,840410,2022-33,406.8548760826458,164628317,TESSy COVID-19,
EU/EEA (total),NA,Europe,445737180,cases,766361,2022-34,360.4749776538722,165394678,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,675052,2022-35,318.4907346756877,166069730,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,671013,2022-36,297.4228973730843,166740743,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,803928,2022-37,325.89899126294375,167544671,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,960522,2022-38,389.8681202393188,168505193,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1364424,2022-39,513.7138069528313,169869617,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1628626,2022-40,661.3362675520945,171498243,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1644544,2022-41,723.2308283735617,173142787,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1402422,2022-42,673.2494017133475,174545209,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,998887,2022-43,530.5867697830816,175544096,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,741482,2022-44,384.5472473307733,176285578,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,702039,2022-45,318.956512678728,176987617,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,781367,2022-46,327.76939486623417,177768984,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,851443,2022-47,360.78130035306305,178620427,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,972025,2022-48,402.90857858060593,179592452,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,1015378,2022-49,439.1312146946543,180607830,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,972841,2022-50,439.31151585712155,181580671,TESSy COVID-19,
EU/EEA (total),NA,Europe,448713812,cases,834054,2022-51,402.6831694674912,182414725,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,586381,2022-52,313.85549229059296,183001106,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,445524,2023-01,228.0069498232051,183446630,TESSy COVID-19,
EU/EEA (total),NA,Europe,452199869,cases,301030,2023-02,165.09381164814093,183747660,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,212256,2023-03,113.41429225263339,183959916,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,211470,2023-04,93.62535584262835,184171386,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,219211,2023-05,95.16211391243166,184390597,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,221424,2023-06,97.3615229457634,184612021,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,253165,2023-07,104.86390734577803,184865186,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,287441,2023-08,119.4508458783741,185152627,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,253644,2023-09,119.5566844284008,185406271,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,223758,2023-10,105.48546025021466,185630029,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,217699,2023-11,97.54314985207229,185847728,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,205417,2023-12,93.49057188539182,186053145,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,174433,2023-13,83.93063304310422,186227578,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,146074,2023-14,70.8183635770599,186373652,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,145188,2023-15,64.35646713544983,186518840,TESSy COVID-19,
EU/EEA (total),NA,Europe,452576117,cases,140047,2023-16,63.02475744649159,186658887,TESSy COVID-19,
